name,category,price_range,neighborhood,info,ratings,ratings_histogram,Claimed?,HasWebsite,reviews,first_review,last_review,permanently_closed,AvgLast_compound,AvgLast_star,AvgLast_subjectivity,AvgReviewN,Last_compound_coef,Last_compound_intrcpt,Last_star_coef,Last_star_intrcpt,Last_subjectivity_coef,Last_subjectivity_intrcpt
Weather Mark Tavern,"Pubs,American (Traditional),Breakfast & Brunch",$11-30,Near Southside,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.5,"[{5: 70}, {4: 91}, {3: 70}, {2: 28}, {1: 36}]",1,1,295.0,2006-07-10,2017-07-25,0,,,,,,,,,,
Chop Suey Huang,Chinese,Under $10,Lincoln Square,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Dinner'}, {'Parking': 'Private Lot'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.0,"[{5: 7}, {4: 4}, {3: 4}, {2: 6}, {1: 6}]",1,1,27.0,2009-01-13,2017-08-04,0,,,,,,,,,,
Coalfire Pizza,Pizza,$11-30,"Near West Side, West Loop, West Town","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Beer & Wine Only'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 476}, {4: 310}, {3: 110}, {2: 42}, {1: 17}]",1,1,955.0,2007-05-10,2017-08-18,0,,,,,,,,,,
Oakwood 83,"Bars,American (New)",Under $10,North Center,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Has TV': 'Yes'}]",3.0,"[{5: 8}, {4: 11}, {3: 15}, {2: 8}, {1: 5}]",0,0,47.0,2006-05-06,2017-05-21,0,,,,,,,,,,
Flash Taco,Mexican,Under $10,"Wicker Park, West Town","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Waiter Service': 'No'}, {'Caters': 'No'}, {'Gender Neutral Restrooms': 'Yes'}]",2.0,"[{5: 26}, {4: 59}, {3: 82}, {2: 114}, {1: 210}]",0,0,491.0,2005-08-02,2017-08-20,0,,,,,,,,,,
Sushi Para II,Sushi Bars,$11-30,Lincoln Park,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",3.5,"[{5: 120}, {4: 277}, {3: 157}, {2: 88}, {1: 79}]",0,1,721.0,2005-12-06,2017-08-25,0,,,,,,,,,,
Taqueria El Jardin,Mexican,Under $10,"Noble Square, West Town","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",4.5,"[{5: 22}, {4: 14}, {3: 4}, {2: 1}, {1: 1}]",0,0,42.0,2008-05-13,2017-07-08,0,,,,,,,,,,
A Tavola,Italian,$31-60,"Ukrainian Village, West Town","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'No'}, {'Attire': 'Dressy'}, {'Ambience': 'Intimate, Romantic'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.5,"[{5: 180}, {4: 90}, {3: 34}, {2: 14}, {1: 11}]",1,1,329.0,2005-07-20,2017-08-15,0,,,,,,,,,,
Northside Bar & Grill,"Sports Bars,American (Traditional)",$11-30,"Wicker Park, West Town","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Best Nights': 'Wed, Fri, Sat'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.0,"[{5: 38}, {4: 124}, {3: 131}, {2: 64}, {1: 34}]",1,1,391.0,2005-07-15,2017-08-19,0,,,,,,,,,,
Garcia’s Restaurant,Mexican,$11-30,"Ravenswood, Lincoln Square","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 240}, {4: 375}, {3: 194}, {2: 146}, {1: 121}]",0,0,1075.0,2005-08-05,2017-08-30,0,,,,,,,,,,
Aloha Eats,"Hawaiian,Barbeque",Under $10,Lincoln Park,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 288}, {4: 335}, {3: 133}, {2: 54}, {1: 27}]",1,1,837.0,2005-07-11,2017-08-30,0,,,,,,,,,,
Hub 51,"American (New),Breakfast & Brunch,Desserts",$11-30,Near North Side,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 372}, {4: 606}, {3: 321}, {2: 119}, {1: 66}]",1,1,1484.0,2008-06-24,2017-09-03,0,,,,,,,,,,
Green Door Tavern,"Pubs,American (Traditional)",$11-30,"River North, Near North Side","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Good For Dancing': 'No'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",4.0,"[{5: 100}, {4: 164}, {3: 69}, {2: 13}, {1: 16}]",1,1,362.0,2005-07-07,2017-09-03,0,,,,,,,,,,
Podhalanka,Polish,$11-30,West Town,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Divey'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",4.0,"[{5: 169}, {4: 119}, {3: 37}, {2: 20}, {1: 25}]",0,0,370.0,2006-08-01,2017-08-26,0,,,,,,,,,,
Janik’s Cafe,"Breakfast & Brunch,Cafes,Juice Bars & Smoothies",Under $10,"West Town, Ukrainian Village","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'Yes'}, {'Good For': 'Breakfast, Brunch, Lunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Offers Military Discount': 'Yes'}]",4.0,"[{5: 198}, {4: 147}, {3: 56}, {2: 21}, {1: 19}]",1,1,441.0,2005-07-22,2017-09-02,0,,,,,,,,,,
El Paisano Tacos,Mexican,Under $10,"West Town, Humboldt Park","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 27}, {4: 31}, {3: 10}, {2: 14}, {1: 13}]",1,1,95.0,2006-01-27,2017-07-18,0,,,,,,,,,,
Taco & Burrito House,Mexican,Under $10,"Lincoln Park, DePaul","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",3.5,"[{5: 25}, {4: 22}, {3: 12}, {2: 13}, {1: 13}]",0,0,85.0,2006-02-11,2017-08-26,0,,,,,,,,,,
Silk Road,Chinese,Under $10,The Loop,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",3.5,"[{5: 14}, {4: 29}, {3: 18}, {2: 13}, {1: 6}]",0,0,80.0,2006-08-03,2017-04-04,0,,,,,,,,,,
Pequod’s Pizzeria,Pizza,$11-30,DePaul,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 1731}, {4: 1006}, {3: 471}, {2: 309}, {1: 266}]",1,1,3783.0,2005-07-28,2017-09-04,0,,,,,,,,,,
Antica Pizzeria,"Pizza,Italian,Wine Bars",$11-30,"Andersonville, Edgewater","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Good For Dancing': 'No'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 98}, {4: 82}, {3: 23}, {2: 16}, {1: 27}]",1,0,246.0,2008-10-31,2017-08-19,0,,,,,,,,,,
Johnnie’s Snack Shop,"Diners,American (Traditional)",Under $10,"West Loop, Near West Side","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Garage, Street, Private Lot'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Offers Military Discount': 'Yes'}]",4.0,"[{5: 48}, {4: 35}, {3: 7}, {2: 6}, {1: 10}]",1,1,106.0,2005-09-25,2017-04-09,0,,,,,,,,,,
Gemini,American (New),$31-60,Lincoln Park,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Dinner'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",4.0,"[{5: 127}, {4: 166}, {3: 60}, {2: 38}, {1: 12}]",1,1,403.0,2009-09-09,2017-08-22,0,,,,,,,,,,
Mart Anthony’s Italian Restaurant,"Italian,Pizza,Salad",$11-30,"West Loop, Near West Side, West Town","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 116}, {4: 87}, {3: 33}, {2: 21}, {1: 27}]",1,1,284.0,2006-07-10,2017-09-01,0,,,,,,,,,,
Vinci Restaurant,"Italian,Gluten-Free,Breakfast & Brunch",$11-30,"Lincoln Park, DePaul","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 67}, {4: 82}, {3: 48}, {2: 17}, {1: 12}]",1,1,226.0,2005-09-14,2017-09-03,0,,,,,,,,,,
noon o kabab,"Persian/Iranian,Mediterranean",$11-30,Albany Park,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street, Private Lot'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 407}, {4: 242}, {3: 72}, {2: 22}, {1: 37}]",1,1,780.0,2005-08-24,2017-09-03,0,,,,,,,,,,
Dimo’s Pizza,"Pizza,Barbeque,Italian",Under $10,Lakeview,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'No'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Dogs Allowed': 'Yes'}, {'Waiter Service': 'No'}, {'Caters': 'Yes'}, {'Gender Neutral Restrooms': 'Yes'}]",4.0,"[{5: 355}, {4: 263}, {3: 99}, {2: 43}, {1: 44}]",1,1,804.0,2008-07-27,2017-08-27,0,,,,,,,,,,
Opart Thai House Restaurant,Thai,$11-30,"Ravenswood, Lincoln Square","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 237}, {4: 217}, {3: 90}, {2: 72}, {1: 49}]",1,1,665.0,2005-07-20,2017-08-18,0,,,,,,,,,,
Yolk South Loop,"Breakfast & Brunch,American (Traditional),Diners",$11-30,South Loop,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Breakfast, Brunch'}, {'Parking': 'Garage, Street, Validated'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 558}, {4: 597}, {3: 278}, {2: 132}, {1: 59}]",1,1,1624.0,2006-12-03,2017-09-04,0,,,,,,,,,,
Aroy Thai Restaurant,Thai,$11-30,"Ravenswood, Lincoln Square","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 145}, {4: 127}, {3: 28}, {2: 29}, {1: 20}]",1,0,349.0,2005-08-15,2017-09-02,0,,,,,,,,,,
Ghareeb Nawaz,"Indian,Pakistani",Under $10,West Rogers Park,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Waiter Service': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 271}, {4: 208}, {3: 62}, {2: 26}, {1: 51}]",0,1,618.0,2005-07-20,2017-09-03,0,,,,,,,,,,
Mac’s American Pub,"American (Traditional),Pubs",$11-30,"West Town, Ukrainian Village","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Music': 'Juke Box'}, {'Alcohol': 'Full Bar'}, {'Best Nights': 'Thu, Fri, Sat'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.0,"[{5: 28}, {4: 40}, {3: 48}, {2: 29}, {1: 30}]",1,0,174.0,2005-11-17,2017-08-28,0,,,,,,,,,,
Caro Mio,Italian,$11-30,"Ravenswood, Lincoln Square","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Intimate'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 214}, {4: 167}, {3: 68}, {2: 53}, {1: 27}]",1,1,529.0,2006-07-22,2017-08-21,0,,,,,,,,,,
Jin Ju,"Korean,Bars,Salad",$11-30,"Andersonville, Edgewater, Uptown","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Intimate, Romantic'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 116}, {4: 122}, {3: 40}, {2: 15}, {1: 4}]",1,1,297.0,2005-06-25,2017-06-27,0,,,,,,,,,,
