address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours,url
"1123 N California Ave Chicago, IL 60622 b/t Haddon Ave & Thomas St West Town, Humboldt Park","Breakfast & Brunch,Vegan,Coffee & Tea",Claimed,,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Breakfast, Brunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Hipster'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}, {'Good for Working': 'No'}]",41.901814,-87.696672,Flying Saucer,"West Town, Humboldt Park",0,(773) 342-9076,$11-30,3.5,"[{5: 99}, {4: 129}, {3: 61}, {2: 29}, {1: 43}]",361,,"[{'Mon': '8:00 am - 3:00 pm\n        \n                Open now'}, {'Tue': '8:00 am - 3:00 pm'}, {'Wed': '8:00 am - 3:00 pm'}, {'Thu': '8:00 am - 3:00 pm'}, {'Fri': '8:00 am - 3:00 pm'}, {'Sat': '8:00 am - 3:00 pm'}, {'Sun': '8:00 am - 3:00 pm'}]",https://www.yelp.com/biz/flying-saucer-chicago?sort_by=date_asc&start=0
