date,star,text,compound,neutral,positive,negative,subjectivity
2007-04-01,4.0,While at the Art Institute of Chicago you should definately go eat at the Court Cafe if and when you start to hear your tummy rumbling. It's pretty tasty and pretty affordable. The chopped steak is awesome. It was basically a hamburger but in a really tasty sauce.,0.6956,0.864,0.136,0.0,0.8
