address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours,url
"2517 W Division St Chicago, IL 60622 b/t Campbell Ave & Maplewood Ave West Town, Humboldt Park","Latin American,Puerto Rican",Claimed,,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Gender Neutral Restrooms': 'Yes'}]",41.902722,-87.690209,Papa’s Cache Sabroso,"West Town, Humboldt Park",0,(773) 862-8313,Under $10,4.0,"[{5: 202}, {4: 141}, {3: 32}, {2: 13}, {1: 27}]",415,http://www.papascache.com,"[{'Mon': '11:00 am - 9:00 pm\n        \n                Closed now'}, {'Tue': '11:00 am - 9:00 pm'}, {'Wed': '11:00 am - 9:00 pm'}, {'Thu': '11:00 am - 9:00 pm'}, {'Fri': '11:00 am - 10:00 pm'}, {'Sat': '11:00 am - 10:00 pm'}, {'Sun': 'Closed'}]",https://www.yelp.com/biz/papas-cache-sabroso-chicago?sort_by=date_asc&start=0
