date,star,text,compound,neutral,positive,negative,subjectivity
2016-04-12,5.0,Came in because I had a late night juice craving.. Such a nice Yelp surprise - free cookie when you check in! The medium juice is not only HUGE but awesome and fresh.. Will definitely be back!,0.9278,0.612,0.349,0.04,0.7000000000000001
2016-04-07,5.0,Great lunch stop. My co-worker and I usally come here to grab the BBQ Salad but the sandwiches are awesome as well. Freshly made juices to order are great for the healthy summer body.,0.9659,0.555,0.412,0.033,0.7
2016-04-05,5.0,"Amazing! Burgers, waffle fries, huge smoothies!! All soooo delicious. We stumbled upon this place after an afternoon of rock climbing and Jubilee exceeded my expectations! And to think, this place is open to 4am! Everything is made right in front of you and is so tasty. Check it out!",0.8994,0.807,0.193,0.0,0.7671428571428571
2016-04-05,4.0,"Love this place.. The quesadillas were pretty good and I usually come for the fresh juices... I think they should be organic for the price, but oh well they are still pretty darn good. The salmon burgers can be a miss or hit depending on whose in the kitchen....they are opening until the wee hours of the night and it's NOT drive thru food so I APPROVE!!",0.9401,0.729,0.246,0.025,0.6500000000000001
2016-03-29,5.0,"This place is just fantastic! Secret gem in the city. I order online all of the time in Chicago, and I stumbled upon Jubilee two weeks ago and received better quality food than I ever would have expected from a late night delivery place. Great options. Super dishes. Seriously, give them a shot and they won't disappoint.",0.9464,0.71,0.263,0.026,0.6479166666666667
2016-03-28,5.0,"A wonderful little place that's sure to make you feel good. The Jubilee Chicken sandwich is delicious & hits-the-spot; Kettle-Brand ""Honey Dijon"" potato chips are interesting; Hank's Gourmet Root Beer is super tasty & has the right amount of foam. I tried the waffle fries + cheese & it tasted similar to macaroni & cheese, which is incredible! I definitely recommended this place to all!",0.972,0.671,0.329,0.0,0.7034391534391536
2016-03-28,5.0,"The cheese waffle fries were actually the highlight of the meal, the cheese was so much better than the normal stuff. My quesadilla was perfectly crispy as well. Good prices for great food!",0.9594,0.585,0.415,0.0,0.6
2016-03-27,5.0,Stopped in here for the very first time. Clean and friendly and lots of healthy options. I had the spinach beet salad with red onions and a vinaigrette dressing. Healthy fast and delicious. I'll stop in again and get something off the grill or a smoothie.,0.9035,0.65,0.276,0.074,0.5291666666666667
2016-03-20,4.0,"Cheese Fries. Delicious Smoothies. This place is my late night go to! First of all, if you are in a pinch for some late night eats...this is your spot. They have a lot of veggie friendly options!! Their salads are on point any time of the day or night...and their cheese fries are great after a night out. They are fast and delicious. And, I looooove their smoothies.",0.9483,0.794,0.206,0.0,0.6729166666666666
2016-03-16,3.0,"We came here because we wanted to get a smoothie but the simple wait for this smoothie was extremely long.  The cookies were really good, it had the right amount of everything.",0.6474,0.875,0.125,0.0,0.4732142857142857
2016-03-15,5.0,this food is like crack it keeps u coming back and it stays open late and it opens early ooomg is the best i can describe this joint no bs,0.6705,0.737,0.198,0.065,0.34
2016-03-04,5.0,"Amazing smoothies and great food at very reasonable prices. This is my go to spot for lunch when in Chicago. Try the goat cheese quesadillas, the salmon or mushroom burgers, and a razzleberry smoothies. So good!",0.9078,0.738,0.262,0.0,0.7575
2016-03-04,5.0,"I used to work right near Jubilee Juice and when I moved to SF I really missed it. Came back to the west loop just for this restaurant. Favorite smoothies include Blueberry Banana, Mango Madness, and Razzleberry. For food, most everything is good but I always get chicken quesadillas, mushroom avocado burger, or salmon burger. You really can't go wrong here.",0.6264,0.819,0.123,0.058,0.5650793650793652
2016-02-18,5.0,The atmosphere is pleasant.  The space is very clean and the hours are MAGNIFICENT.  The staff is also very friendly and accommodating.,0.9373,0.555,0.445,0.0,0.8816666666666667
2016-02-15,5.0,"First time trying this place ordered a Turkey Burger on spinach wrap (amazing, best turkey burger I've EVER had) and strawberry heaven smoothie (super delicious) The piña colada smoothie was also good (daughters pick). Looking forward to trying more items on the menu!",0.8932,0.785,0.215,0.0,0.6142857142857144
2016-02-11,5.0,Fantastic turkey burger cooked to perfection! Friendly staff with just the right amount of space to eat.  I'll definitely eat here again.,0.9259,0.572,0.428,0.0,0.6089285714285714
2016-02-04,5.0,"This place has great music playing while you wait for you order.  The smoothies here are the best ones around, they make it in front of you. The set up is nice where you can enjoy your burger with some spicy ketchup. Check it out.",0.9442,0.713,0.287,0.0,0.6375
2016-02-01,5.0,A little pricey but WELL worth the $!  The chicken sandwiches are phenomenal & fairly large. The waffle fries & smoothies are also delicious if they're in the budget!! I've never been disappointed & am even more excited now that I know they deliver 24 hours a day!,0.9628,0.663,0.337,0.0,0.6087301587301587
2016-01-31,5.0,"Excellent place to eat, their burgers are wonderful. Definitely make sure to grab a smoothie they're to die for! Pineapple craze is where it's at",0.8016,0.497,0.351,0.152,0.8472222222222222
2016-01-29,5.0,"Never a disappointment with the food and service! The salmon burgers, turkey burger, waffle fries are the go to choice.",-0.5562,0.834,0.0,0.166,0.4
2016-01-26,5.0,"Sorry for the swearing but what an awesome fucking place, late night of not this place delivers. I have been here both for early lunch and juice and not going to lie but after-club too and it has yet to disappoint. If you are ever in the are you need to check it out!!",0.465,0.798,0.092,0.11,0.74
2016-01-23,5.0,"Perfect for late-night cravings as it's by far the best restaurant, not serving pizza, at 1-4am. The burgers and chicken sandwiches are great. Definitely don't leave without grabbing a smoothie.  Downside is Jubilee is pretty expensive. Our office tends to joke about putting our lunches there on layaway. A sandwich ($7-10), small fries ($4), and small smoothie ($6) will set you back nearly $20.",0.9682,0.701,0.299,0.0,0.6166666666666668
2016-01-23,5.0,Great quality! I ordered eggs avocado and spinach and the order tasted amazing. Their smoothies also a must have!,0.8585,0.639,0.361,0.0,0.825
2016-01-11,3.0,"Good food, but better for dining in than it is for delivery.  The delivery service they use is not very strong, and the restaurant does not pack the food in containers that retain heat.  Consider maintaining higher quality by shrinking your delivery zone, or delivering your food in  better materials.  I am also sick of drivers who clearly want people to walk down for food.  It's the job you signed up for, and you're getting a portion of the deliver fee (presumably), if not all of it, and also a tip. If you don't want to climb stairs, drive Uber (or stick with Uber, because this place may utilize Uber drivers).  Anyway, food was super late (almost 30 minutes past an already lengthy 1 hour estimate) and cold.  Not worth the $40 I spent.",0.9256,0.787,0.157,0.055,0.4935810221524507
2016-01-04,5.0,Thames have a wide variety of choices which makes it great. Friendly environment to chill once you complete your order. And the customer service is excellent .,0.9001,0.667,0.333,0.0,0.61
2015-12-14,5.0,"A friend and i stopped in on a whim. I let him coerce me into the Philly cheese steak, but was pleasantly surprised. Loved the merits cheddar on the fries! I tried to pay like a jerk, but the credit card machine was off.... I'll get you next time, gadget... NEXT TIME!!!!! Ohhh and the ginger ale was great! Next time I will try a smoothie too! :)",0.9859,0.539,0.392,0.069,0.4928571428571429
2015-12-14,4.0,"Amazing cheddar and bacon burger, friend had the philly cheese steak. I picked at hers and she had some of mine. Both were amazing. Friendly staff, quick service and huge menu! I would definitely recommend this to friends.",0.9747,0.529,0.471,0.0,0.6999999999999998
2015-12-12,5.0,"My daughter and I ordered a spinach, strawberry and goat cheese salad with chicken, a smoked ham and cheese sandwich and a whole lot of waffle fries and it was all delicious (especially, surprisingly, the salad, which are not usually that good at burger places). I had torn a ligament in my knee and couldn't make it down the stairs to pay so I asked my kid to go down, sign the receipt and gave her $10 cash for a tip. About a half an hour later, full and happy, I got a phone call. Apparently my 11 year old gave the delivery guy the $10 cash but also wrote $10 on the tip line on the receipt. They were calling to let me know and said that they thought it was probably a mistake and just charge the credit card $10 less. Seriously? They so easily could have made some extra beer money off of me but were very kind and offered to fix the situation. Tis the season so I told them to give the $20 to the delivery guy but even if I was on the fence about their food (which Im not) I would go just to support such great people",0.9697,0.829,0.129,0.043,0.521957671957672
2015-12-12,4.0,"I've yet to try the food here, but the smoothies are wonderful.  They might be kind of pricey but I'll still buy them anyway. They're not too icy, and full of real fruit (so refreshing). That's a win-win in my smoothie book. I also love how they're open super late at night/super early, meaning I can always fulfill my smoothie craving any time of the day. This is great since other smoothie places close early!",0.9834,0.72,0.28,0.0,0.5672619047619046
2015-12-11,5.0,"Fresh food, big portions and friendly people. Plenty of vegetarian options, which is a huge bonus. The smoothies are icing on the cake. Work in the west loop and this is the go to for a good quick grub.",0.9217,0.693,0.307,0.0,0.5166666666666667
2015-12-07,5.0,"This place rules. I work next door and used to always come in just for their smoothies until I tried their food. Out of this world good vegetarian options. The mixed veggie sandwich with eggplant, goat cheese and asparagus is my favorite. Their soup of the day is always really good and fresh. Staff is always so nice and quick.",0.9323,0.78,0.22,0.0,0.55625
2015-12-03,5.0,The food and the service here is always amazing! So many delicious fresh smoothies to choose from (My favorite is the Cranberry Pleasure). The best chicken sandwiches EVER!  My fav late night spot.,0.9687,0.561,0.439,0.0,0.71875
2015-12-02,5.0,"Left a club to search for late night drunk food. It was only not even 2 am but everywhere else's kitchen seemed to be closed already. After walking through the cold stopping at maybe four other places, stumbling upon this humble little grill was a godsend. I bought an Italian beef with provolone and, separately, the cheddar waffle fries, after a recommendation from the very nice and friendly person at the register; I had my eye on a bag of chips but she cautioned me that the fries were much better for only slightly more. They both came out hot, quick, and delicious. Highly recommended, especially if you are inebriated but still looking for better than McDonald's!",0.983,0.754,0.219,0.027,0.6126190476190476
2015-12-01,5.0,Great place to grab a salad. The smoothies are always on point! And they're playing footloose music right now:).,0.7345,0.721,0.279,0.0,0.7619047619047619
2015-11-11,5.0,They have excellent customer service & treat you really nice. The colors & decor are bright & artistic. It's a warm environment & everything is made fresh on the scene. The salmon burger is top notch & the ladies be in there after the club if you are a player with the desire to Mack somebody down after hours. Enjoy it!,0.9705,0.647,0.353,0.0,0.6876543209876542
2015-11-11,5.0,"Come here, get the marinated chicken sandwich, and leave happy. There's nothing flashy about this place, but it's great for a quick lunch.",0.836,0.676,0.285,0.039,0.74
2015-11-08,1.0,"The food is good but the people there need to learn phone manners! I called to confirm that they deliver to my area (which on their menu, it states they do). The fist person I spoke to said he thinks so & asked. Then after a few minutes he said they don't. I explained that their menu states they do & I'm 3 blocks before their delivery cut off. He put me on hold again. Then some rude lady with a strong accent says ""we don't deliver there"" a few times in a row & tried to rush me off the phone. I nicely told her that they might want to change their delivery map on menu & she hung up! I WILL NOT be ordering from there again simply because of her unprofessional attitude! Mind you- I usually order take out there ALL the time for the 17 people that I work with in a physicians office- NEVER AGAIN. My office & I will spend our $ elsewhere.",-0.5612,0.844,0.07,0.086,0.4675595238095238
2015-11-04,5.0,"They have the best juice smoothies - fresh, fast, and full of flavor!!! Perfect for a quick lunch or snack mid day when you want a healthy option.",0.9334,0.57,0.43,0.0,0.49375
2015-10-16,5.0,Amazing food! Me and my girlfriend come here every week. Amazing smoothies and healthy food. Definitely a must go!,0.9272,0.508,0.492,0.0,0.7
2015-10-14,5.0,"Updated review: my first visit was ended with me throwing away my Italian sausage. After my last Yelp review the manager was very apologetic and offered a $10 credit for me to give them another try.  I was not disappointed this time! I ordered the Malibu chicken sandwich and their waffle fries. Usually waffle fries aren't my favorite but they were hot, perfectly salted and delicious. The chicken sandwich was huge! From the minute I opened it I knew there was no way I'd be able to finish it, but hey leftovers are great! The chicken was juicy and just overall very delicious. So happy this place made a come back for me!",0.9878,0.71,0.257,0.033,0.6337499999999999
2015-09-14,1.0,"Food is basic but good however, I ordered over the phone and the woman was beyond rude. Yelling at me because she couldn't understand my order. When the order was complete she hung up without even validating my purchase. I will no longer order from here simply because of her rude behavior.",-0.8592,0.723,0.062,0.215,0.44702380952380955
2015-09-02,5.0,This place is great! I had their chicken sandwhich which was very delicious. Like it had been marinated all night. The portion of the chicken sandwhich was pretty big and could almost be shared by 2 people.  I also ordered a fresh smoothie from there which was very good. The ingredients were fresh and the food was flavorable! I would recommend,0.9778,0.635,0.365,0.0,0.7255555555555556
2015-09-01,4.0,"I only worked near this place for a few short months, and that was well over a year ago, but I still miss it. I have to visit. The Char Portabella sandwich is one of my favorite sandwiches in the city. Plump strips of portabella mushroom with generous layers of goat cheese. So memorable, so good.  Smoothies aren't bad either, they'll customize them for you to a certain extent.",0.9688,0.701,0.276,0.024,0.6264550264550265
2015-08-30,5.0,Always on point! Great lively staff loooovvvee this place! I haven't tried one thing I didn't like! Great for cheat days and healthy meals!,0.897,0.443,0.415,0.142,0.625
2015-08-05,5.0,"Good food but it's cooked to order so it can take a while to get food. Waffle fries with cheddar are awesome, smoothies are good and sandwiches and salads are good. Food is quality and fresh.",0.9598,0.622,0.378,0.0,0.66
2015-08-03,5.0,The veggie wrap was so good and the quesadilla wasn't your regular cheddar cheese. Almost ate all of my boyfriend's food because the goat cheese was that good. Would definitely go there again.,0.8802,0.747,0.253,0.0,0.44423076923076926
2015-07-31,5.0,"I rarely write reviews here, but this place inspired me after only one delivery order. I got hungry this morning and wanted to splurge on some breakfast delivery. I got the veggie omelette, but I needed to fill the delivery minimum, so I got their chicken quesadilla as well (for lunch). Oh. My. God. The omelette, the potatoes with them, even the toast (looks whole grain to me). Fantastic all the way around. They didn't forget a thing! Butter, jellys, and I even paid extra for sour cream for the quesadillas and they hooked me up with an extra container. The quesadillas are amazing. Goat cheese, poblano and chicken on a spinach tortilla, made with FRESH salsa! I need to go to here.",0.9805,0.803,0.197,0.0,0.618181818181818
2015-07-27,4.0,Love their fresh squeezed juices and smoothies. Everything is made fresh and I've been trying out all their salads really delicious and really creative. It's hard to find someplace that sells fresh food and opens late and also they deliver,0.9487,0.623,0.345,0.031,0.6552083333333333
2015-07-15,5.0,"I eat out almost everyday and its hard to find tasty healthy food.  So this is my new go to spot , their salmon burgers are a 10 turkey burgers a 10 grilled chicken breast sandwich and add honey mustard a 10 and I don't even like French fries  but I can't get enough of their waffle fries but the best thing on the menu is the shrimp quesadillas",0.7842,0.848,0.112,0.04,0.4807765151515151
2015-07-12,4.0,"I've been ordering from Jubilee for several years since it's about two blocks down from my condo. Our typical order consists of the honey mustard chicken sandwhich, waffle fries, maybe a burger here and there...The food is always good. They've had minor errors with our orders in the past but have always fixed them with no issues. On their menu they offer to use a spinach wrap for any of their sandwhiches. Latley, I have been requesting a chicken cesar wrap and it is always delicous (It's not on their menu but they make it) They are open super late which I love. The only minor fall back is that even though they are only two blocks from me, and even when I do order past 11pm, it takes over an hour. We waited about 75 minutes the other night for two sandwhiches. Maybe it's my fault for being so lazy to go pick it up but could be worse I guess.",-0.6442,0.812,0.073,0.114,0.510978835978836
2015-07-10,2.0,"I came here on a Thursday night, around 1 am, after the bars for a burger, since Au Cheval was still crazy busy. I ordered the Cheddar 'N Bacon Burger, which was below average, as far as burgers go for me. It took around 20 minutes to get and it was lukewarm and the bacon didn't have much flavor.  My friend ordered the Buffalo Chicken Sandwich, which had zero buffalo/hot sauce on it... Just a plain grilled chicken sandwich. BLAND  Sorry, but there's better quality fast food options, in my opinion... But that's not to say I wouldn't come back to give their juices/smoothies a try.",0.6249,0.914,0.058,0.028,0.6146520146520146
2015-07-07,5.0,This place makes the most delicious chicken sandwich.  It's juicy and big!  Been coming here for years and never had a bad meal!  Cant go wrong with their waffle fries either! Open late and fast service.,0.6827,0.747,0.18,0.072,0.6462962962962963
2015-06-27,1.0,"Do not ever order delivery. Shows up an hour later, soggy and cold. If you need food delivered go somewhere else!!!",0.0,1.0,0.0,0.0,0.5
2015-06-25,4.0,Great Turkey Burger! My other favorites include the mushroom quesadilla and the grilled chicken with goat cheese- Yum!!,0.8306,0.673,0.327,0.0,0.6916666666666668
2015-05-27,5.0,"Definitely recommend.  I stayed a hotel close by and had them deliver a turkey burger, waffle fries and a strawberry smoothie.  Like one of the other reviewers noted the turkey burger was probably one of the best turkey burger I've ever had.  Waffle fries are great and the smoothie was very good.    Including delivery the cost was $23.  Very reasonable for the good-quality food that I received.   The meal was delivered hot and within 30 minutes of ordering it.",0.9595,0.78,0.22,0.0,0.6192857142857144
2015-05-16,5.0,"Chicken sandwich... Chicken sandwich. Do it! Open late & great food! Kinda pricey but you get what you pay for, & here, it's worth it",0.5972,0.738,0.202,0.059,0.6416666666666667
2015-05-15,5.0,"I've been going to this place for a couple of years now. I used to take the brown line from the Kimball stop when I lived more north of the city for their veggie burgers. Then I got hooked on their fresh juice and wheatgrass shots. And, you can't beat 6.50 for 32oz. of fresh squeezed-right-before-your-eyes juice. Plus their grilled chicken sammies are crackin' and the salads are delish. This one with the black olives and creamy feta...LorT!? Whole Foods for what? Support this small business for your fresh juices, salads, and right off the grill sandwiches.",0.7936,0.876,0.102,0.022,0.5243386243386243
2015-04-02,2.0,They offer plenty of healthy food-awesome. But charge an arm and a leg for it- boo. I ordered food recently for two and it cost me $50 for takeout. Yikes.,0.4019,0.909,0.091,0.0,0.375
2015-03-06,4.0,"I like this place. The smoothies and juices are great. Everything is made fresh to order, which can cause quite a wait depending on the time of day. If possible, call in advance. Parking nearby is pretty limited. There's is a 15 minute standing zone right in front and paid parking right out front, but you're competing with traffic from the several other surrounding restaurants.  I've only had the turkey burger here. It was just ok--good enough to try again if necessary but not something I'd run here for.  I know it's a grill spot but I hate the taste of the grill. They have an assortment of kettle chips that I absolutely love. I have to get back to get a salad. They look great!  Seating is extremely limited! Most people order to go.",0.9131,0.799,0.14,0.06,0.5684523809523809
2015-02-28,2.0,"Came in on a Saturday night and waited 40 minutes for a sad veggie quesadilla and Reuben with fries. When asked to just have a refund so we could just leave, they told us we could not get one. That resulted in waiting an extra ten minutes for the food that was ""working"" to come up. Finally got home to a veggie quesadilla my three month old nephew could make better. Another couple that ordered before us experienced the same problem so our two tickets were just somehow forgotten about. The only difference is, is that they got their money back, so they do allow refunds, just not to me apparently! I've dined here before and have never had any problems so was completely disappointed and turned off by their kitchen expo.",-0.6733,0.856,0.052,0.092,0.49374999999999997
2015-02-22,4.0,Jubilee chicken sandwich was fantastic and the ceaser salad was real good. I've eaten there plenty of times and have yet to be disappointed. The steak quesadilla is also fantastic and they make delicious cookies as well.,0.9153,0.62,0.318,0.062,0.9
2015-02-16,4.0,"LOVE jubilee. I used to work on Randolph/halsted and jubilee is a great option. Great soups, enormous sandwiches, great fries. My favorite turkey burger in the city. Sort of pricey, but HUGE portions.",0.94,0.6,0.4,0.0,0.8071428571428572
2015-02-13,2.0,"Fck this place. Took 15 minutes for them to START making my order then they copped an attitude when I noted that orders that were place after mine were being cooked. Not only did the bitch behind the counter snap, ""It's actually only been 11 mintues,"" I had t school her and reply, ""I put in my order at 11:01 and now it's 11:16"" while holding up my receipt. Math is hard, yo. My whole party was done eating, my order hadn't even been started, and everyone clearly wanted to go. Then to top it off the food was inedible.",0.25,0.881,0.069,0.05,0.6464285714285715
2015-02-09,4.0,"Good food, nice staff. I was positively impressed by a few things at Jubilee. One time I ordered mixed vegetables as a side, and I saw the staff go in back and chop all of the vegetables and bring them to the grill for my side. I realize that this isn't the most efficient way to do it, but I appreciated the wait for the freshness of it, rather than grabbing a tub of chopped vegetables that has been stored in a cooler for a week. I've also watched them hand mix a few turkey burger patties when I ordered one. Maybe this attention to freshness is achieved due to a large portion of their business being fresh smoothies",0.9519,0.82,0.166,0.015,0.4127976190476191
2015-02-03,1.0,"Don't get me wrong, their food is delicious; however their customer service and business etiquette gives them one star. I work in CS (customer service) myself and know the importance of CS, so I treat others the way I would like to be treated. With that being said SIX years ago, I had a problem with the manager at Jubilee Juice & Grill because of a large order my company placed. Something was forgotten and I called to inform them and they gave me a very bad attitude. I asked to speak to the manager, and unfortunately speaking with her was no better; she was just as rude and unprofessional.  As I mentioned previously, their food is delicious and was craving a burger today.  I called them, attempting to place an order with them and before I can give them my order, they said ""I'm sorry, we have here in our computer that we cannot deliver to [my name], [my phone number], and [my work address]."". I was in complete shock. Excuse me?!?! SIX years later, something you did wrong as a business serving the customer, and you penalize the customer? Very unsatisfying. I asked them why and they were unable to provide me with an answer, and the manager was unavailable. I thought to myself, that's ok, I'll have my co-worker place an order under her information. BUT, wait a minute. Forget that. I refuse they still take my money after they refuse to provide me with service. I'm not going to down the business, because I really like their Turkey Burgers and their waffle fries, they just need to work on their Customer Service skills and , really SIX years ago?! Inexcusable!",-0.6399,0.832,0.076,0.091,0.5400396825396825
2015-01-27,4.0,"Just ordered off of Grubhub and it arrived FAST - as in 20 minutes later, which is a big plus.  Ordered the marinated chicken sandwich which was huge and had a great marinade sauce. Also ordered a side of waffle fries with cheese sauce on the side - Waffle fries were JUST like chickfilas (which I love) and the cheese sauce on the side was a game changer.  My smoothie (the blueberry banana smoothie) was good, but not quite on par with the chicken sandwich and fries.  All in all, this was a great delivery option and I highly recommend.",0.9454,0.831,0.169,0.0,0.5950000000000001
2015-01-25,4.0,Pricey but good. Their smoothies are awesome and their chicken sandwiches are great too. They're open late and the quality of their food is just as good at nite which is a big plus.,0.9682,0.604,0.396,0.0,0.6375
2015-01-21,1.0,"First time here and poor customer service,  i was the only customer in the place on a Saturday afternoon. The cashier clearly hates her job and rolled her eyes when I asked her what is in the orange sherbet. I ordered the cold fighter smoothie and the next day guess what?  I caught a cold! It was probably going to happen anyways but the irony is just too much.",-0.3489,0.869,0.047,0.084,0.5645833333333333
2015-01-21,1.0,I ordered the vegetable quesadilla and I have been sick for 3 days. It could be a coincidence but not worth the risk. I typically only get a shake or juice from here and I will not order the food again.,-0.4548,0.781,0.058,0.161,0.6523809523809524
2014-12-28,4.0,I can not say a whole lot about the menu because the only thing I eat here is the Avacado Burger. I ordered it once & now its the only thing I order when I go. The waffle fries are also the bomb. The service is good but a little slow. I tend to order over the phone & just pick it up to not waste time on my breaks. They also have a huge juice selection.,0.8555,0.856,0.144,0.0,0.6
2014-12-13,1.0,"Aside from then 30 minute wait for the food, I guess it's ok...unfortunately they screwed up my entire order. But I guess of you have the location it doesn't matter.",-0.5063,0.859,0.0,0.141,0.625
2014-11-24,2.0,"Came here for drunk food around 1 am on Friday. The chicken quesadilla was kinda weird. The cheese seemed like cream cheese. The onion rings were tasty. The baked potato with broccoli and cheddar had a very strange gloopy cheese sauce. Not delicious. When you're drunk, everything tastes good. The fact that this still did not taste good worries me so I am assuming this is a 2 star kind of place.",0.7925,0.719,0.178,0.103,0.8049999999999999
2014-10-17,4.0,"Ordered some food for pick-up on a rainy day. I'm kind of wishing now that I just had it delivered, but then again, I saved some money on that... What we ordered: Cheese fries: Criss-cut / Waffle fries with real Merk's cheese! I love the waffle cut fries. For some reason it does something wonderful with the texture of it. I also really liked how well the fries were seasoned, so even if you don't eat it with the cheese, there's still some great flavor to eat it alone. Turkey Burger: Recommended by my friend who swears it's the best turkey burger she's ever had. I thought it was super juicy and delicious. Went well with the fries! Jubilee Salad: Loved this salad! It's fresh, and the dressing was so good with everything. Mushroom quesadilla: This is a great vegetarian option. The mushrooms were so earthy and savory, and not overwhelming with the cheese. I had mine with salsa, but if you like sour cream, I can imagine it going really well with both the sour cream and salsa. Overall, it was a great, balanced meal. I'd like to go back and try a few of their other dishes.",0.9983,0.625,0.351,0.024,0.514855072463768
2014-10-14,4.0,"Magic and wonder are waiting for you, though both will probably be covered in dressing.  (Just be forewarned.)  Fresh food, made-to-order.  Terrific chicken and turkey burgers.  Great vegetarian options, too.",0.8591,0.74,0.26,0.0,0.8400000000000001
2014-10-11,2.0,"Jubilee juice has good hours, and the food is pretty good good but it is extremely over priced for what it is. It is processed food sold for triple the price of McDonald's. When you place the order the staff gets very confused and it takes 15 minutes to get your order. I have been here several times but I'm tired of getting ripped off and I know I won't be back again.",-0.3159,0.808,0.1,0.091,0.6011111111111112
2014-10-08,4.0,"Lunch time is always a challenge when trying to pick something to eat. The office is always debating on locations, but we can rest assured that when all else fails and no choice can be made Jubilee is always there! The portions are just right and you always leave with a satisfied stomach. At night when you are craving your waffle fries Jubilee will leave its light on for you.",-0.0752,0.777,0.103,0.12,0.6339285714285714
2014-10-04,4.0,"The smoothies are the best I have ever laid my mouth upon! Sometimes, it can be a bit difficult to find something you would enjoy. The service is nice. It's like healthy fast food!",0.9258,0.584,0.359,0.056,0.65
2014-09-14,4.0,"This place is great with good quality food, especially if you have a variety of appetites and dietary needs. The juices are fresh and tasty - they do not add ice, which is great! I usually get carrot/apple/beet/celery, or a similar combo. Always delicious. Our office has been ordering from Jubilee for about 2 years now, and have been able to try a large part of their menu. Highly recommend the hummus (fresh, a little spicy, and you get a LOT with tons of veggies and pita). They are not shy on portions. The soups vary but have always been great. Spinach and strawberry salad & dried cherry and gorgonzola salads are excellent (the cherries are soft, big plus!). The Alaskan salmon is also quality and cooked right, not dry. The guacamole and salsa are also great, and there is a lot that they give you as well. The only reason I gave 4 stars is because they do miss items a little too frequently when we order, but it is usually for a large group order at our office, and they always come back to deliver any items missed. They are also friendly and label all of the lunches! Have not tried the smoothies, but co-workers say they are amazing and haven't heard any complaints about their food. Have not been in the restaurant itself, but recommend for ordering.",0.993,0.784,0.198,0.019,0.5635952380952381
2014-09-05,4.0,Everything taste good n always fresh. Kinda pricey but worth it. Also open late. Waffle fries yummmm,0.5506,0.701,0.299,0.0,0.4600000000000001
2014-09-03,4.0,"We ordered from Jubille Juice & Grill for the office today. This is a regular spot for the office to have cater the lunches and I completely agree with the move. They are always on time and offer a wide variety of sandwiches and salads. The best part is they offer a wide variety of healthy options. I ordered the strawberry vinagerette salad with pears, walnuts and blue cheese. I find that many times a lot of restaurants that we order from offer salads that are not true entree salads but more side salads. The salad at Jubilee Juice & Grill certainly does not fall into that camp. The salad was fresh, delicious and filling. It also came with three small baguette slices which was welcome. I have been told the juice here is incredible. Next time I want to try the med salad, which looked like asparagus, peppers and hummus.",0.9735,0.824,0.166,0.011,0.4763736263736264
2014-08-24,4.0,"The food at this place was so amazing. The lady that works there is not. She answered the phone like the Dungeon Master and did not disappoint once I arrived. No warm, friendly greeting. No smile. She may as well had just growled. I'll go back. Hopefully Haggatha will be off.",0.9597,0.573,0.362,0.065,0.42000000000000004
2014-06-22,4.0,Love this place.  The waffle fries are amazing and the veggie patty burger is really good too.  You certainly walk away full.  Though I've not tried the juices or smoothies yet I do get to see them preparing them.  They seem to use really good produce and fresh products.   I would recommend this place to my friends and family.,0.9741,0.665,0.335,0.0,0.6173469387755102
2014-06-06,5.0,"Chicken Sandwiches are very good. Great food selection in general! Smoothies are the best! This place is perfectly nested in an area known for their food, and they hold their own",0.9556,0.62,0.38,0.0,0.7542857142857142
2014-05-18,3.0,"Tasty stuff. But too pricey- by a long shot. And the counter girl (tall, thin, dark hair/features) is impossibly slow. Both in movement and comprehension... Smoothie was good. Mixed fruit plate was very good but nothing special.  Eh... Maybe again - maybe not",0.0034,0.848,0.087,0.064,0.5314285714285715
2014-05-01,1.0,"This place has decent food. It's pricey but I didn't go here often. At most, a couple times a month. I've ordered the Jubilee Chicken Sandwich with Waffle Fries several times and sometimes I order the Caesar Chicken Salad. I always call my orders in and arrive 20-25 min after that because they are slow. After today I won't be going back. I called my order in and they tell me it will be ready in 10min, which is never true with them. I get there 25 min after placing my order (it wasn't busy at the time). I paid, and walked to end of the counter expecting to get my bag-o-food. But the taller Eastern European girl there was just dropping my fries in the oil. When I asked her why my food isn't ready she lazily told me so that my fries are hot when I pick up. I then tell her the point of ordering in advance is so I don't have to wait when I get there and I don't have time to wait. Otherwise I would have just walked down there and placed my order in person. After listening to her excuses for a couple of minutes she rolled her eyes at me after I told her I expect my order to be ready on arrival. That's when I demanded my money back, which I got, and walked out.  This place is not worth the hassle. Their customer service is terrible.",-0.1894,0.911,0.041,0.048,0.4818713450292396
2014-04-20,5.0,"Our office has ordered from Jubilee several times over the last couple of months and have never been disappointed! The food is amazing!!! Smoothies are enormous and sooo good! Ingredients are fresh and you can certainly tell. Veggie wrap is my #1 choice, followed by the Mediterranean salad with chicken. Highly recommend.",0.951,0.72,0.28,0.0,0.5778095238095238
2014-04-19,5.0,Love this place!!! My boyfriend and I order from here all the time and it is always amazing! They always make it fresh and the smoothies are out of this world! My favorite is the veggie sandwich and waffle fries with the oatmeal cookie  Plus we love that they have 24 hour delivery!! Definitely stop by or order out asap!!,0.9646,0.688,0.283,0.029,0.6833333333333332
