date,star,text,compound,neutral,positive,negative,subjectivity
2005-07-12,4.0,"This location has seen a lot of changes.  It was once an all American diner, and for the past few years, it features Mexican cuisine.  They have finally hit their stride.  When you walk in, you step into old Mexico.  If you know a little Spanish, even better for you.  Very reasonably priced and great quality food.  They have have a jukebox filled with all Hispanic artists.  Viva La Mexico!",0.7922,0.902,0.098,0.0,0.41500000000000004
