address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours
"5101 N Clark St Chicago, IL 60640 b/t Carmen Ave & Winona St Andersonville, Uptown",Italian,,,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}]",41.974458,-87.668107,Il Fiasco,"Andersonville, Uptown",1,(773) 769-9700,$11-30,4.0,"[{5: 7}, {4: 14}, {3: 7}, {2: 3}, {1: 0}]",31,http://www.ilfiascochicago.com,[]
