address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours
"321 N La Salle Dr Chicago, IL 60610 b/t Carroll Ave & Lasalle St Near North Side, River North",,,,[],41.888062,-87.632423,Bob Chinn’s Crabhouse Chicago,"Near North Side, River North",1,(312) 822-0100,,3.0,"[{5: 0}, {4: 2}, {3: 0}, {2: 0}, {1: 1}]",3,,[]
