date,star,text,compound,neutral,positive,negative,subjectivity
2007-08-10,3.0,This is the first restaurant I ate at when I visited Chicago right before I moved here. Guess I didn't go back enough.,0.0,1.0,0.0,0.0,0.34226190476190477
