address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours
"166 E Superior St Chicago, IL 60611 b/t Michigan Ave & St Clair St Near North Side, River East",Bars,,,[],41.895945,-87.622762,Fitzers,"Near North Side, River East",1,(312) 787-0165,,4.0,"[{5: 0}, {4: 1}, {3: 0}, {2: 0}, {1: 0}]",1,,[]
