address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours,url
"620 N State St Chicago, IL 60610 b/t Ohio St & Ontario St Near North Side",Restaurants,,,[],41.893038,-87.628362,Papagus Greek Taverna,Near North Side,1,(312) 642-8450,,3.0,"[{5: 0}, {4: 0}, {3: 2}, {2: 0}, {1: 0}]",2,http://www.papagusgreektaverna.com/,[],https://www.yelp.com/biz/papagus-greek-taverna-chicago
