address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours
"358 W Ontario St Ste 1-A Chicago, IL 60654 Near North Side, River North",Mexican,Claimed,,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'No'}, {'Parking': 'Valet, Street'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual, Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",41.893229,-87.63806,Zocalo,"Near North Side, River North",1,(312) 302-9977,$11-30,3.5,"[{5: 113}, {4: 255}, {3: 125}, {2: 79}, {1: 27}]",599,http://www.zocalochicago.com/,[]
