date,star,text,compound,neutral,positive,negative,subjectivity
2005-09-30,4.0,"This is an old school kind of Italian joint, where you'd imagine gangsters, politicians and their floozy girlfriends hanging out. Reality isn't quite that colorful, but it may not be totally different either.. Traditional medium-high priced food, great service, it's an experience worth trying. They moved to a new space down the street which is even nicer.",0.9161,0.817,0.183,0.0,0.4443434343434343
