address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours
"140 E Walton St Chicago, IL 60611 b/t Michigan Ave & Seneca St Near North Side, Streeterville","Lounges,American (Traditional)",Claimed,,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Late Night'}, {'Parking': 'Valet'}, {'Bike Parking': 'No'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Romantic, Classy, Upscale'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",41.900147,-87.62348,Coq D’or Restaurant & Lounge,"Near North Side, Streeterville",0,(312) 787-2200,$11-30,3.5,"[{5: 39}, {4: 41}, {3: 24}, {2: 16}, {1: 11}]",131,,"[{'Mon': '11:00 am - 1:00 am'}, {'Tue': '11:00 am - 1:00 am'}, {'Wed': '11:00 am - 1:00 am'}, {'Thu': '11:00 am - 1:00 am\n        \n                Open now'}, {'Fri': '11:00 am - 2:00 am'}, {'Sat': '11:00 am - 2:00 am'}, {'Sun': '11:00 am - 1:00 am'}]"
