address,category,claimed_status,health_rating,info,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,website,working_hours,url
"1616 N Damen Ave Chicago, IL 60647 b/t Milwaukee Ave & North Ave West Town, Wicker Park","Breakfast & Brunch,American (New)",Claimed,,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",41.911148,-87.677722,Feast,"West Town, Wicker Park",1,(773) 772-7100,$11-30,3.5,"[{5: 154}, {4: 318}, {3: 178}, {2: 91}, {1: 63}]",804,http://feastrestaurant.com/,[],https://www.yelp.com/biz/feast-chicago
